title,price,rating,product_link,title_normalized,price_category,rating_int
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,http://books.toscrape.com/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,wildlife of new york: a five-borough coloring book,Medium,2
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,http://books.toscrape.com/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,what happened on beale street (secrets of the south mysteries #2),Medium,5
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,http://books.toscrape.com/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,unreasonable hope: finding faith in the god who brings purpose to your pain,Medium,2
Under the Tuscan Sun,37.33,3,http://books.toscrape.com/under-the-tuscan-sun_504/index.html,under the tuscan sun,Medium,3
Toddlers Are A**holes: It's Not Your Fault,25.55,1,http://books.toscrape.com/toddlers-are-aholes-its-not-your-fault_503/index.html,toddlers are a**holes: it's not your fault,Medium,1
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,http://books.toscrape.com/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,the year of living biblically: one man's humble quest to follow the bible as literally as possible,Medium,1
The Whale,35.96,4,http://books.toscrape.com/the-whale_501/index.html,the whale,Medium,4
The Story of Art,41.14,4,http://books.toscrape.com/the-story-of-art_500/index.html,the story of art,Medium,4
The Origin of Species,10.01,4,http://books.toscrape.com/the-origin-of-species_499/index.html,the origin of species,Low,4
The Great Gatsby,36.05,4,http://books.toscrape.com/the-great-gatsby_498/index.html,the great gatsby,Medium,4
The Good Girl,49.03,3,http://books.toscrape.com/the-good-girl_497/index.html,the good girl,Medium,3
The Glass Castle,16.24,1,http://books.toscrape.com/the-glass-castle_496/index.html,the glass castle,Low,1
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,http://books.toscrape.com/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,the faith of christopher hitchens: the restless soul of the world's most notorious atheist,Medium,1
The Drowning Girls,35.67,3,http://books.toscrape.com/the-drowning-girls_494/index.html,the drowning girls,Medium,3
The Constant Princess (The Tudor Court #1),16.62,3,http://books.toscrape.com/the-constant-princess-the-tudor-court-1_493/index.html,the constant princess (the tudor court #1),Low,3
The Bourne Identity (Jason Bourne #1),42.78,4,http://books.toscrape.com/the-bourne-identity-jason-bourne-1_492/index.html,the bourne identity (jason bourne #1),Medium,4
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,http://books.toscrape.com/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,the bachelor girl's guide to murder (herringford and watts mysteries #1),High,5
The Art Book,32.34,2,http://books.toscrape.com/the-art-book_490/index.html,the art book,Medium,2
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,http://books.toscrape.com/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,the 7 habits of highly effective people: powerful lessons in personal change,Medium,4
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,http://books.toscrape.com/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,team of rivals: the political genius of abraham lincoln,Medium,5
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,http://books.toscrape.com/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,steal like an artist: 10 things nobody told you about being creative,Medium,2
"Sit, Stay, Love",20.9,3,http://books.toscrape.com/sit-stay-love_486/index.html,"sit, stay, love",Medium,3
Sister Dear,40.2,4,http://books.toscrape.com/sister-dear_485/index.html,sister dear,Medium,4
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,http://books.toscrape.com/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,"shrunken treasures: literary classics, short, sweet, and silly",High,3
"Rich Dad, Poor Dad",51.74,1,http://books.toscrape.com/rich-dad-poor-dad_483/index.html,"rich dad, poor dad",High,1
Raymie Nightingale,34.41,2,http://books.toscrape.com/raymie-nightingale_482/index.html,raymie nightingale,Medium,2
Playing from the Heart,32.38,1,http://books.toscrape.com/playing-from-the-heart_481/index.html,playing from the heart,Medium,1
Nightstruck: A Novel,50.35,4,http://books.toscrape.com/nightstruck-a-novel_480/index.html,nightstruck: a novel,High,4
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,http://books.toscrape.com/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,"naturally lean: 125 nourishing gluten-free, plant-based recipes--all under 300 calories",Low,5
Meternity,43.58,3,http://books.toscrape.com/meternity_478/index.html,meternity,Medium,3
Memoirs of a Geisha,49.67,3,http://books.toscrape.com/memoirs-of-a-geisha_477/index.html,memoirs of a geisha,Medium,3
Like Never Before (Walker Family #2),28.77,2,http://books.toscrape.com/like-never-before-walker-family-2_476/index.html,like never before (walker family #2),Medium,2
Life of Pi,13.22,4,http://books.toscrape.com/life-of-pi_475/index.html,life of pi,Low,4
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,http://books.toscrape.com/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,leave this song behind: teen poetry at its best,High,5
King's Folly (The Kinsman Chronicles #1),39.61,5,http://books.toscrape.com/kings-folly-the-kinsman-chronicles-1_473/index.html,king's folly (the kinsman chronicles #1),Medium,5
John Adams,57.43,4,http://books.toscrape.com/john-adams_472/index.html,john adams,High,4
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,http://books.toscrape.com/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,how to cook everything vegetarian: simple meatless recipes for great food (how to cook everything),Medium,4
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,http://books.toscrape.com/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,how to be a domestic goddess: baking and the art of comfort cooking,Medium,2
Good in Bed (Cannie Shapiro #1),37.05,5,http://books.toscrape.com/good-in-bed-cannie-shapiro-1_469/index.html,good in bed (cannie shapiro #1),Medium,5
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,http://books.toscrape.com/fruits-basket-vol-7-fruits-basket-7_468/index.html,"fruits basket, vol. 7 (fruits basket #7)",Low,1
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,http://books.toscrape.com/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,for the love: fighting for grace in a world of impossible standards,Medium,3
Finding God in the Ruins: How God Redeems Pain,46.64,2,http://books.toscrape.com/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,finding god in the ruins: how god redeems pain,Medium,2
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,http://books.toscrape.com/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,every heart a doorway (every heart a doorway #1),Low,5
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,http://books.toscrape.com/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,delivering the truth (quaker midwife mystery #1),Medium,4
Counted With the Stars (Out from Egypt #1),17.97,5,http://books.toscrape.com/counted-with-the-stars-out-from-egypt-1_463/index.html,counted with the stars (out from egypt #1),Low,5
"Chronicles, Vol. 1",52.6,2,http://books.toscrape.com/chronicles-vol-1_462/index.html,"chronicles, vol. 1",High,2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,http://books.toscrape.com/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,blue like jazz: nonreligious thoughts on christian spirituality,Medium,1
Benjamin Franklin: An American Life,48.19,3,http://books.toscrape.com/benjamin-franklin-an-american-life_460/index.html,benjamin franklin: an american life,Medium,3
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,http://books.toscrape.com/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,"at the existentialist cafe: freedom, being, and apricot cocktails with: jean-paul sartre, simone de beauvoir, albert camus, martin heidegger, edmund husserl, karl jaspers, maurice merleau-ponty and others",Medium,5
A Summer In Europe,44.34,2,http://books.toscrape.com/a-summer-in-europe_458/index.html,a summer in europe,Medium,2
A Short History of Nearly Everything,52.4,5,http://books.toscrape.com/a-short-history-of-nearly-everything_457/index.html,a short history of nearly everything,High,5
A Gathering of Shadows (Shades of Magic #2),44.81,4,http://books.toscrape.com/a-gathering-of-shadows-shades-of-magic-2_456/index.html,a gathering of shadows (shades of magic #2),Medium,4
The Sound Of Love,57.84,5,http://books.toscrape.com/the-sound-of-love_455/index.html,the sound of love,High,5
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,http://books.toscrape.com/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,the rise and fall of the third reich: a history of nazi germany,Medium,2
The Perks of Being a Wallflower,55.02,3,http://books.toscrape.com/the-perks-of-being-a-wallflower_453/index.html,the perks of being a wallflower,High,3
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,http://books.toscrape.com/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,the mysterious affair at styles (hercule poirot #1),Medium,4
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,http://books.toscrape.com/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,the man who mistook his wife for a hat and other clinical tales,High,4
The Makings of a Fatherless Child,31.58,2,http://books.toscrape.com/the-makings-of-a-fatherless-child_450/index.html,the makings of a fatherless child,Medium,2
The Joy of Cooking,43.27,4,http://books.toscrape.com/the-joy-of-cooking_449/index.html,the joy of cooking,Medium,4
The Invention of Wings,37.34,1,http://books.toscrape.com/the-invention-of-wings_448/index.html,the invention of wings,Medium,1
The Hobbit (Middle-Earth Universe),17.8,5,http://books.toscrape.com/the-hobbit-middle-earth-universe_447/index.html,the hobbit (middle-earth universe),Low,5
The Great Railway Bazaar,30.54,1,http://books.toscrape.com/the-great-railway-bazaar_446/index.html,the great railway bazaar,Medium,1
The Golden Compass (His Dark Materials #1),18.77,1,http://books.toscrape.com/the-golden-compass-his-dark-materials-1_445/index.html,the golden compass (his dark materials #1),Low,1
The God Delusion,46.85,3,http://books.toscrape.com/the-god-delusion_444/index.html,the god delusion,Medium,3
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,http://books.toscrape.com/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,the girl you left behind (the girl you left behind #1),Low,1
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,http://books.toscrape.com/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,the fellowship of the ring (the lord of the rings #1),Low,2
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,http://books.toscrape.com/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,the collected poems of w.b. yeats (the collected works of w.b. yeats #1),Low,5
The Barefoot Contessa Cookbook,59.92,5,http://books.toscrape.com/the-barefoot-contessa-cookbook_440/index.html,the barefoot contessa cookbook,High,5
Tell the Wolves I'm Home,50.96,2,http://books.toscrape.com/tell-the-wolves-im-home_439/index.html,tell the wolves i'm home,High,2
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,http://books.toscrape.com/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,ship leaves harbor: essays on travel by a recovering journeyman,Medium,3
Pride and Prejudice,19.27,4,http://books.toscrape.com/pride-and-prejudice_437/index.html,pride and prejudice,Low,4
Musicophilia: Tales of Music and the Brain,46.58,1,http://books.toscrape.com/musicophilia-tales-of-music-and-the-brain_436/index.html,musicophilia: tales of music and the brain,Medium,1
Mere Christianity,48.51,3,http://books.toscrape.com/mere-christianity_435/index.html,mere christianity,Medium,3
Me Before You (Me Before You #1),19.02,1,http://books.toscrape.com/me-before-you-me-before-you-1_434/index.html,me before you (me before you #1),Low,1
In the Woods (Dublin Murder Squad #1),38.38,2,http://books.toscrape.com/in-the-woods-dublin-murder-squad-1_433/index.html,in the woods (dublin murder squad #1),Medium,2
In Cold Blood,49.98,4,http://books.toscrape.com/in-cold-blood_432/index.html,in cold blood,Medium,4
How to Stop Worrying and Start Living,46.49,5,http://books.toscrape.com/how-to-stop-worrying-and-start-living_431/index.html,how to stop worrying and start living,Medium,5
Give It Back,18.32,2,http://books.toscrape.com/give-it-back_430/index.html,give it back,Low,2
"Girl, Interrupted",42.14,3,http://books.toscrape.com/girl-interrupted_429/index.html,"girl, interrupted",Medium,3
Fun Home: A Family Tragicomic,56.59,4,http://books.toscrape.com/fun-home-a-family-tragicomic_428/index.html,fun home: a family tragicomic,High,4
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,http://books.toscrape.com/fruits-basket-vol-6-fruits-basket-6_427/index.html,"fruits basket, vol. 6 (fruits basket #6)",Medium,4
Deception Point,40.32,4,http://books.toscrape.com/deception-point_426/index.html,deception point,Medium,4
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,http://books.toscrape.com/death-note-vol-6-give-and-take-death-note-6_425/index.html,"death note, vol. 6: give-and-take (death note #6)",Medium,3
Catherine the Great: Portrait of a Woman,58.55,4,http://books.toscrape.com/catherine-the-great-portrait-of-a-woman_424/index.html,catherine the great: portrait of a woman,High,4
Better Homes and Gardens New Cook Book,39.61,3,http://books.toscrape.com/better-homes-and-gardens-new-cook-book_423/index.html,better homes and gardens new cook book,Medium,3
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,http://books.toscrape.com/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,an unquiet mind: a memoir of moods and madness,Medium,3
A Year in Provence (Provence #1),56.88,4,http://books.toscrape.com/a-year-in-provence-provence-1_421/index.html,a year in provence (provence #1),High,4
World Without End (The Pillars of the Earth #2),32.97,4,http://books.toscrape.com/world-without-end-the-pillars-of-the-earth-2_420/index.html,world without end (the pillars of the earth #2),Medium,4
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,http://books.toscrape.com/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,"will grayson, will grayson (will grayson, will grayson)",Medium,4
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,http://books.toscrape.com/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,why save the bankers?: and other essays on our economic and political crisis,Medium,2
Where She Went (If I Stay #2),41.73,4,http://books.toscrape.com/where-she-went-if-i-stay-2_417/index.html,where she went (if i stay #2),Medium,4
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,http://books.toscrape.com/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,what if?: serious scientific answers to absurd hypothetical questions,High,4
Two Summers,14.64,1,http://books.toscrape.com/two-summers_415/index.html,two summers,Low,1
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,http://books.toscrape.com/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,this is your brain on music: the science of a human obsession,Medium,1
The Secret Garden,15.08,4,http://books.toscrape.com/the-secret-garden_413/index.html,the secret garden,Low,4
The Raven King (The Raven Cycle #4),30.57,2,http://books.toscrape.com/the-raven-king-the-raven-cycle-4_412/index.html,the raven king (the raven cycle #4),Medium,2
The Raven Boys (The Raven Cycle #1),57.74,4,http://books.toscrape.com/the-raven-boys-the-raven-cycle-1_411/index.html,the raven boys (the raven cycle #1),High,4
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,http://books.toscrape.com/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,the power greens cookbook: 140 delicious superfood recipes,Low,5
The Metamorphosis,28.58,1,http://books.toscrape.com/the-metamorphosis_409/index.html,the metamorphosis,Medium,1
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,http://books.toscrape.com/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,the mathews men: seven brothers and the war against hitler's u-boats,Medium,5
The Little Paris Bookshop,24.73,3,http://books.toscrape.com/the-little-paris-bookshop_407/index.html,the little paris bookshop,Medium,3
The Hiding Place,55.91,4,http://books.toscrape.com/the-hiding-place_406/index.html,the hiding place,High,4
The Grand Design,13.76,3,http://books.toscrape.com/the-grand-design_405/index.html,the grand design,Low,3
The Firm,45.56,3,http://books.toscrape.com/the-firm_404/index.html,the firm,Medium,3
The Fault in Our Stars,47.22,1,http://books.toscrape.com/the-fault-in-our-stars_403/index.html,the fault in our stars,Medium,1
The False Prince (The Ascendance Trilogy #1),56.0,5,http://books.toscrape.com/the-false-prince-the-ascendance-trilogy-1_402/index.html,the false prince (the ascendance trilogy #1),High,5
The Expatriates,44.58,2,http://books.toscrape.com/the-expatriates_401/index.html,the expatriates,Medium,2
The Dream Thieves (The Raven Cycle #2),34.5,1,http://books.toscrape.com/the-dream-thieves-the-raven-cycle-2_400/index.html,the dream thieves (the raven cycle #2),Medium,1
The Darkest Corners,11.33,5,http://books.toscrape.com/the-darkest-corners_399/index.html,the darkest corners,Low,5
The Crossover,38.77,4,http://books.toscrape.com/the-crossover_398/index.html,the crossover,Medium,4
The 5th Wave (The 5th Wave #1),11.83,2,http://books.toscrape.com/the-5th-wave-the-5th-wave-1_397/index.html,the 5th wave (the 5th wave #1),Low,2
Tell the Wind and Fire,45.51,3,http://books.toscrape.com/tell-the-wind-and-fire_396/index.html,tell the wind and fire,Medium,3
Tell Me Three Things,41.81,1,http://books.toscrape.com/tell-me-three-things_395/index.html,tell me three things,Medium,1
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,http://books.toscrape.com/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,talking to girls about duran duran: one young man's quest for true love and a cooler haircut,Medium,4
Siddhartha,34.22,5,http://books.toscrape.com/siddhartha_393/index.html,siddhartha,Medium,5
Shiver (The Wolves of Mercy Falls #1),16.23,5,http://books.toscrape.com/shiver-the-wolves-of-mercy-falls-1_392/index.html,shiver (the wolves of mercy falls #1),Low,5
Remember Me?,11.48,3,http://books.toscrape.com/remember-me_391/index.html,remember me?,Low,3
Red Dragon (Hannibal Lecter #1),23.37,3,http://books.toscrape.com/red-dragon-hannibal-lecter-1_390/index.html,red dragon (hannibal lecter #1),Medium,3
Peak: Secrets from the New Science of Expertise,16.28,2,http://books.toscrape.com/peak-secrets-from-the-new-science-of-expertise_389/index.html,peak: secrets from the new science of expertise,Low,2
My Mother Was Nuts,31.63,4,http://books.toscrape.com/my-mother-was-nuts_388/index.html,my mother was nuts,Medium,4
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,http://books.toscrape.com/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,mexican today: new and rediscovered recipes for contemporary kitchens,Medium,5
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,http://books.toscrape.com/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,maybe something beautiful: how art transformed a neighborhood,Medium,1
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,http://books.toscrape.com/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,lola and the boy next door (anna and the french kiss #2),Medium,4
Logan Kade (Fallen Crest High #5.5),13.12,2,http://books.toscrape.com/logan-kade-fallen-crest-high-55_384/index.html,logan kade (fallen crest high #5.5),Low,2
Last One Home (New Beginnings #1),59.98,3,http://books.toscrape.com/last-one-home-new-beginnings-1_383/index.html,last one home (new beginnings #1),High,3
Killing Floor (Jack Reacher #1),31.49,4,http://books.toscrape.com/killing-floor-jack-reacher-1_382/index.html,killing floor (jack reacher #1),Medium,4
Kill the Boy Band,15.52,5,http://books.toscrape.com/kill-the-boy-band_381/index.html,kill the boy band,Low,5
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,http://books.toscrape.com/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,isla and the happily ever after (anna and the french kiss #3),Medium,5
If I Stay (If I Stay #1),38.13,5,http://books.toscrape.com/if-i-stay-if-i-stay-1_379/index.html,if i stay (if i stay #1),Medium,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,http://books.toscrape.com/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,i know why the caged bird sings (maya angelou's autobiography #1),Medium,2
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,http://books.toscrape.com/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,harry potter and the deathly hallows (harry potter #7),Medium,1
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,http://books.toscrape.com/fruits-basket-vol-5-fruits-basket-5_376/index.html,"fruits basket, vol. 5 (fruits basket #5)",Low,1
Foundation (Foundation (Publication Order) #1),32.42,1,http://books.toscrape.com/foundation-foundation-publication-order-1_375/index.html,foundation (foundation (publication order) #1),Medium,1
Fool Me Once,16.96,1,http://books.toscrape.com/fool-me-once_374/index.html,fool me once,Low,1
Find Her (Detective D.D. Warren #8),22.37,1,http://books.toscrape.com/find-her-detective-dd-warren-8_373/index.html,find her (detective d.d. warren #8),Medium,1
Evicted: Poverty and Profit in the American City,42.27,1,http://books.toscrape.com/evicted-poverty-and-profit-in-the-american-city_372/index.html,evicted: poverty and profit in the american city,Medium,1
Drama,38.7,2,http://books.toscrape.com/drama_371/index.html,drama,Medium,2
Dracula the Un-Dead,35.63,5,http://books.toscrape.com/dracula-the-un-dead_370/index.html,dracula the un-dead,Medium,5
Digital Fortress,58.0,5,http://books.toscrape.com/digital-fortress_369/index.html,digital fortress,High,5
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,http://books.toscrape.com/death-note-vol-5-whiteout-death-note-5_368/index.html,"death note, vol. 5: whiteout (death note #5)",High,1
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,http://books.toscrape.com/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,"data, a love story: how i gamed online dating to meet my match",Medium,3
Critique of Pure Reason,20.75,1,http://books.toscrape.com/critique-of-pure-reason_366/index.html,critique of pure reason,Medium,1
Booked,17.49,5,http://books.toscrape.com/booked_365/index.html,booked,Low,5
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,http://books.toscrape.com/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,"blue lily, lily blue (the raven cycle #3)",Medium,5
Approval Junkie: Adventures in Caring Too Much,58.81,5,http://books.toscrape.com/approval-junkie-adventures-in-caring-too-much_363/index.html,approval junkie: adventures in caring too much,High,5
An Abundance of Katherines,10.0,5,http://books.toscrape.com/an-abundance-of-katherines_362/index.html,an abundance of katherines,Low,5
America's War for the Greater Middle East: A Military History,51.22,2,http://books.toscrape.com/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,america's war for the greater middle east: a military history,High,2
Alight (The Generations Trilogy #2),58.59,4,http://books.toscrape.com/alight-the-generations-trilogy-2_360/index.html,alight (the generations trilogy #2),High,4
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,http://books.toscrape.com/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,a girl's guide to moving on (new beginnings #2),Medium,1
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,http://books.toscrape.com/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,a game of thrones (a song of ice and fire #1),Medium,2
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,http://books.toscrape.com/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,a feast for crows (a song of ice and fire #4),Low,4
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,http://books.toscrape.com/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,a clash of kings (a song of ice and fire #2),Low,3
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,http://books.toscrape.com/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,vogue colors a to z: a fashion coloring book,High,4
The Shining (The Shining #1),27.88,3,http://books.toscrape.com/the-shining-the-shining-1_354/index.html,the shining (the shining #1),Medium,3
The Pilgrim's Progress,50.26,2,http://books.toscrape.com/the-pilgrims-progress_353/index.html,the pilgrim's progress,High,2
The Perfect Play (Play by Play #1),59.99,3,http://books.toscrape.com/the-perfect-play-play-by-play-1_352/index.html,the perfect play (play by play #1),High,3
The Passion of Dolssa,28.32,5,http://books.toscrape.com/the-passion-of-dolssa_351/index.html,the passion of dolssa,Medium,5
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,http://books.toscrape.com/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,the jazz of physics: the secret link between music and the structure of the universe,Medium,3
The Hunger Games (The Hunger Games #1),29.85,5,http://books.toscrape.com/the-hunger-games-the-hunger-games-1_349/index.html,the hunger games (the hunger games #1),Medium,5
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,http://books.toscrape.com/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,the hound of the baskervilles (sherlock holmes #5),Low,2
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,http://books.toscrape.com/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,the gunning of america: business and the making of american gun culture,Low,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,http://books.toscrape.com/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,the geography of bliss: one grump's search for the happiest places in the world,Medium,2
The Demonists (Demonist #1),52.11,2,http://books.toscrape.com/the-demonists-demonist-1_345/index.html,the demonists (demonist #1),High,2
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,http://books.toscrape.com/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,"the demon prince of momochi house, vol. 4 (the demon prince of momochi house #4)",Medium,2
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,http://books.toscrape.com/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,the bone hunters (lexy vaughan & steven macaulay #2),High,3
The Beast (Black Dagger Brotherhood #14),46.08,5,http://books.toscrape.com/the-beast-black-dagger-brotherhood-14_342/index.html,the beast (black dagger brotherhood #14),Medium,5
Some Women,13.73,5,http://books.toscrape.com/some-women_341/index.html,some women,Low,5
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,http://books.toscrape.com/shopaholic-ties-the-knot-shopaholic-3_340/index.html,shopaholic ties the knot (shopaholic #3),Medium,5
Paper and Fire (The Great Library #2),49.45,5,http://books.toscrape.com/paper-and-fire-the-great-library-2_339/index.html,paper and fire (the great library #2),Medium,5
Outlander (Outlander #1),19.67,5,http://books.toscrape.com/outlander-outlander-1_338/index.html,outlander (outlander #1),Low,5
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,http://books.toscrape.com/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,"orchestra of exiles: the story of bronislaw huberman, the israel philharmonic, and the one thousand jews he saved from nazi horrors",Low,3
No One Here Gets Out Alive,20.02,5,http://books.toscrape.com/no-one-here-gets-out-alive_336/index.html,no one here gets out alive,Medium,5
